mag_x,mag_y,mag_z
23.4,8.1,-21.15
20.7,7.5,-21
19.5,8.4,-20.25
16.8,7.05,-21.6
14.55,5.1,-20.85
10.8,4.65,-21.15
6.15,1.8,-19.95
1.65,-1.65,-19.65
-2.85,-5.7,-17.7
-5.85,-11.4,-18.45
-4.35,-18.3,-19.2
-1.65,-28.8,-19.35
1.8,-34.65,-19.5
9.75,-39.45,-20.1
18,-40.35,-21.3
27,-35.4,-23.25
35.1,-28.65,-24.6
38.4,-19.35,-23.55
36.15,-9.45,-24.6
29.55,-4.5,-25.05
23.1,-2.4,-24.45
14.25,-2.85,-23.4
8.25,-9.6,-24.75
10.05,-18,-23.4
12.75,-22.65,-26.25
16.35,-23.4,-26.25
21,-24.75,-26.85
23.25,-22.05,-25.35
28.5,-20.55,-27.15
31.95,-17.7,-26.25
29.7,-12.75,-26.25
30.45,-7.35,-25.5
28.2,-2.85,-25.2
23.7,-0.75,-23.55
18.75,4.2,-21.75
13.05,5.1,-21.9
8.1,4.2,-21.3
3.45,1.65,-19.35
0.15,-1.2,-18.3
-1.95,-4.65,-17.55
-4.35,-6.45,-16.95
-7.2,-11.55,-17.25
-9.3,-16.95,-16.05
-9.75,-24.15,-14.7
-7.35,-27.75,-15.6
-5.1,-33.6,-16.65
-0.6,-36.6,-16.2
2.85,-40.35,-18.45
6.75,-41.4,-17.55
9.75,-41.4,-17.85
12.15,-44.25,-19.2
14.25,-43.65,-18.6
16.2,-45.75,-18.45
16.2,-46.5,-18.15
19.95,-45.75,-18.75
24.15,-47.1,-18.3
24.9,-45.9,-17.55
27.75,-44.55,-19.2
27.15,-46.35,-17.55
27,-46.2,-16.2
24.75,-47.7,-17.4
21.6,-48.3,-16.05
18.3,-49.05,-16.05
14.7,-50.4,-15.9
13.05,-49.8,-14.25
10.35,-49.95,-14.4
9,-47.85,-15
9,-46.65,-16.05
8.4,-46.95,-14.85
9.75,-46.35,-16.05
13.5,-46.65,-15.3
30.9,-45.15,-16.8
35.1,-42.75,-18.15
39.9,-38.1,-17.7
43.95,-32.4,-19.95
46.65,-26.7,-19.95
47.85,-18.9,-20.4
47.55,-12.3,-20.1
43.8,-3.9,-20.4
38.4,1.05,-21
31.95,5.4,-21.6
9.15,-1.05,-22.8
6.6,-3.75,-23.25
6.15,-6.75,-22.5
6.15,-10.65,-23.85
6.45,-13.05,-23.7
6.9,-12.9,-24.3
7.65,-15.6,-24.6
8.25,-15,-25.5
9.9,-15.9,-25.35
10.8,-17.25,-25.2
11.85,-19.8,-26.4
11.25,-20.4,-25.95
12.15,-19.8,-25.65
11.55,-19.65,-25.95
12.45,-19.8,-26.4
9.75,-19.65,-24.45
9.75,-20.4,-24.75
8.85,-19.05,-24.3
8.7,-19.2,-25.5
6.75,-16.5,-23.7
6.9,-17.55,-24.3
5.25,-16.5,-24.45
4.8,-17.55,-24.3
4.35,-17.55,-22.8
2.55,-20.1,-22.5
1.95,-21.45,-22.65
2.85,-25.5,-21.3
4.2,-27.6,-21.15
4.8,-31.95,-22.05
6.9,-34.35,-22.05
29.55,-39.6,-21.75
36.6,-35.85,-20.7
40.05,-32.55,-21.6
42.45,-25.95,-20.25
44.25,-22.65,-21.15
44.85,-18,-21.6
44.25,-15.45,-20.4
42.75,-12,-21.9
43.05,-13.05,-22.2
42.9,-10.65,-22.5
42,-10.8,-21.9
41.55,-9.3,-22.2
41.55,-9.3,-21.6
40.05,-6.3,-22.65
38.25,-5.1,-21.9
38.1,-3.3,-22.05
36.6,-0.3,-22.5
35.25,2.1,-21.6
31.35,6.45,-19.95
28.65,8.85,-19.35
21.6,12,-17.85
12.45,13.65,-16.2
0.9,8.55,-15
-5.85,2.25,-13.8
-11.1,-5.7,-12.6
-12.75,-14.7,-12.45
-13.8,-23.85,-11.7
-10.5,-34.5,-10.35
-3.45,-47.55,-9.6
8.25,-52.05,-10.35
23.25,-54.6,-11.25
35.55,-48.9,-12.3
47.4,-38.1,-15.15
53.25,-22.8,-16.95
52.65,-7.35,-16.8
42.9,3.75,-18.15
31.95,9.6,-17.25
20.25,10.95,-18.15
11.25,7.8,-18.6
6,3.9,-20.1
3.6,-0.3,-20.7
1.65,-5.85,-20.1
1.35,-10.65,-21.75
2.1,-15.15,-22.05
2.55,-17.85,-23.55
6.45,-20.7,-23.7
7.65,-24.75,-24.3
8.1,-25.95,-25.05
9.6,-26.7,-24.6
9,-26.85,-24.15
11.4,-27.45,-24.3
11.55,-26.55,-25.2
13.05,-27.3,-24.45
13.2,-27.75,-25.65
14.85,-29.1,-24.45
17.85,-31.05,-25.2
21.6,-32.55,-24.75
23.7,-31.95,-25.65
23.4,-29.55,-24.75
23.7,-28.2,-26.4
24.15,-16.5,-26.25
20.1,-15.75,-26.25
15.9,-15.9,-26.1
14.7,-17.55,-26.85
13.5,-18.45,-26.25
13.05,-20.4,-25.5
12.45,-23.25,-25.65
11.55,-26.1,-25.2
12.15,-28.95,-24.6
13.8,-31.8,-23.7
21.75,-45.75,-18.75
24.9,-47.55,-16.8
29.85,-47.25,-16.95
33.3,-47.7,-14.4
37.35,-48.9,-14.1
38.55,-47.85,-12.15
41.7,-47.25,-12.3
44.85,-47.55,-10.35
48.6,-44.1,-10.35
50.7,-41.25,-10.5
60.6,-4.5,-6.9
57.3,6.75,-6.15
48.75,16.8,-5.7
36.9,24.75,-3.9
25.5,26.7,-3.6
14.4,27,-3.9
4.05,21.75,-4.65
-4.95,15.75,-3.75
-12.15,8.7,-3.9
-17.1,0.45,-4.5
-9.6,-43.5,-5.7
-1.2,-51,-6.6
8.4,-53.4,-9.3
17.85,-53.25,-11.7
27.45,-51.75,-13.2
35.85,-45.75,-15.15
39.9,-39.3,-16.65
43.8,-30.75,-20.4
43.95,-23.25,-22.05
42,-18,-22.2
32.4,-10.05,-25.2
32.4,-11.25,-26.25
32.1,-12.6,-25.65
31.35,-14.4,-25.65
30.6,-21,-25.05
28.95,-21.45,-25.5
29.25,-25.2,-24.3
28.2,-28.8,-24.45
24.6,-30.75,-23.7
20.85,-31.8,-25.2
19.2,-31.65,-23.85
16.35,-32.25,-23.4
14.25,-32.55,-24.15
13.5,-31.8,-23.7
12.75,-31.8,-23.7
12.75,-34.05,-23.7
12.9,-33.15,-23.25
13.05,-34.05,-22.2
14.85,-34.5,-23.4
19.2,-32.4,-24.3
23.7,-30.45,-25.05
28.8,-25.95,-25.05
32.4,-23.4,-25.5
31.8,-18.3,-26.4
31.65,-13.5,-25.5
28.8,-9.9,-25.35
28.2,-3.6,-23.7
24.6,-2.4,-24.15
17.55,-1.2,-24.45
10.35,0,-22.5
2.55,-2.55,-19.95
-5.25,-8.85,-17.85
-8.1,-21,-15.9
-5.7,-31.5,-16.8
-1.35,-39.6,-15.6
3.75,-45.6,-13.95
8.4,-50.7,-13.05
13.5,-53.25,-12.45
16.65,-53.1,-11.85
19.5,-54.15,-11.55
20.25,-54.15,-11.85
19.35,-52.8,-11.4
18.75,-53.1,-13.8
17.7,-52.2,-13.35
14.4,-51.45,-13.35
11.25,-49.35,-14.25
4.35,-45.75,-14.1
-1.8,-39.6,-15.15
-5.85,-31.65,-16.95
-6.15,-24.75,-16.2
-6.6,-15.15,-18.75
-3.45,-7.35,-18.6
1.8,-0.3,-20.7
9.9,2.25,-22.05
17.7,4.5,-23.25
25.35,4.65,-21.9
30.3,-0.3,-23.55
32.85,-7.5,-25.05
34.2,-16.95,-25.95
31.05,-22.8,-25.65
25.5,-29.7,-24.3
18.45,-31.2,-24.6
13.95,-29.7,-26.1
11.4,-28.2,-25.05
11.85,-30.15,-23.85
13.65,-33.15,-23.85
18,-33.9,-24.3
21.45,-31.95,-23.85
27,-30.15,-25.05
32.7,-27.3,-25.2
35.25,-18.9,-25.5
35.55,-10.65,-24.6
29.25,-2.25,-22.8
17.1,2.4,-22.2
3.6,-0.75,-20.25
-5.7,-12,-18.6
-6.45,-28.35,-15.75
0,-45.75,-13.05
14.25,-53.55,-10.65
33.75,-53.25,-10.65
48.6,-44.1,-9.9
58.2,-28.35,-9.6
62.55,-8.7,-6.45
57.75,8.7,-4.65
44.85,22.2,-1.95
27.45,30.75,1.5
11.25,28.35,1.2
-0.9,22.2,0.15
-8.85,15.15,-1.8
-12.9,9.9,-0.6
-12.75,8.85,-4.5
-9.9,9.9,-5.4
-8.1,10.2,-6.9
-4.95,12,-8.4
-1.65,12.75,-10.65
0.9,13.05,-11.4
1.05,12.9,-12.3
0.9,13.5,-12.75
2.7,14.25,-11.7
4.35,14.85,-13.05
26.7,8.1,-19.65
33.6,4.95,-21
37.35,-1.5,-21
40.65,-7.5,-22.05
39.15,-17.85,-23.55
37.65,-24.45,-23.85
33.75,-31.05,-23.4
30.15,-35.25,-22.2
27,-37.35,-22.05
24.3,-38.1,-22.5
20.25,-36.15,-23.25
21.75,-34.65,-24.3
23.7,-35.4,-23.85
26.4,-33.3,-24.45
29.85,-30.45,-23.85
31.35,-27,-25.05
31.95,-24.6,-25.95
32.1,-19.35,-25.05
31.65,-16.95,-25.95
31.35,-13.65,-24.6
19.5,-10.65,-25.05
19.2,-11.7,-25.65
17.1,-12.75,-25.95
15.15,-14.85,-26.4
14.85,-16.5,-27
13.05,-20.4,-25.5
13.8,-23.1,-25.95
14.25,-24.9,-25.2
14.4,-27,-25.35
12.3,-27.6,-25.5
1.95,-29.1,-21.15
-1.8,-27.75,-19.5
-4.05,-24,-18.15
-6.9,-20.55,-16.2
-9,-19.95,-15.3
-11.1,-18.3,-14.4
-12,-18.9,-11.7
-13.95,-17.85,-10.8
-15.15,-19.35,-9.3
-18,-21.75,-7.5
-13.05,-43.65,-1.5
-7.65,-49.2,-0.6
-0.6,-57.6,1.8
9.75,-61.95,1.95
19.05,-63.9,1.5
29.85,-63,2.1
40.05,-61.2,1.2
49.8,-53.55,-0.9
57.9,-45.15,-1.95
60.3,-33.15,-4.35
61.95,-19.95,-7.8
58.5,-6.75,-11.25
51.45,3.3,-12.3
44.4,9.15,-13.8
36.45,11.25,-16.05
31.2,9.3,-19.05
28.65,7.35,-20.1
28.95,3.9,-21.9
29.4,-1.2,-22.95
28.5,-6.45,-25.35
28.2,-9.3,-25.5
28.5,-10.95,-26.1
26.25,-13.65,-25.65
24.3,-15.6,-26.4
25.65,-19.2,-27
25.35,-23.4,-25.5
25.35,-26.1,-25.2
23.85,-26.1,-26.7
21.9,-28.05,-26.25
19.8,-28.05,-26.25
16.65,-26.7,-23.85
18.3,-28.35,-25.95
20.25,-27.45,-26.4
23.25,-27.45,-25.35
24.75,-25.5,-25.65
27.75,-24.75,-26.4
29.55,-22.05,-25.35
31.2,-16.95,-25.5
29.25,-12.6,-26.1
25.5,-9.15,-26.1
16.8,-6.3,-25.5
11.1,-9.45,-25.35
6.9,-14.4,-25.35
7.2,-19.95,-23.7
6.45,-23.85,-24.15
7.35,-28.65,-22.05
9.6,-34.65,-21
13.65,-38.1,-22.5
17.4,-40.35,-21.3
20.25,-42,-21.3
23.25,-41.55,-20.25
26.55,-42,-19.5
25.5,-43.8,-19.5
27,-46.95,-16.65
26.7,-49.35,-16.5
26.4,-49.35,-14.7
24.75,-48.9,-14.4
24.15,-49.8,-15.3
24.9,-50.1,-15.75
22.35,-50.55,-16.05
20.55,-50.55,-15.3
20.25,-49.2,-16.65
25.5,-44.25,-19.5
34.8,-40.35,-20.7
36.6,-30.9,-22.8
36.45,-25.35,-24.75
37.35,-19.35,-24.6
37.35,-16.8,-25.35
33.45,-17.25,-25.95
32.4,-18,-25.2
29.85,-19.35,-26.1
27.3,-23.55,-24.6
24.75,-28.65,-25.35
22.5,-30.9,-23.85
17.55,-33,-24.45
10.5,-33.75,-21.9
5.1,-32.4,-21.3
-0.15,-28.8,-20.4
-2.4,-24.9,-19.35
-3.45,-21.15,-19.65
-3.45,-15.45,-19.05
-3.6,-13.65,-18.15
-5.85,-10.95,-18.15
-6.45,-8.1,-17.85
-7.35,-6.75,-15.15
-8.7,-7.35,-14.7
-9.15,-7.95,-15.15
-8.4,-6.75,-15.15
-7.2,-6.6,-16.05
-3.45,-3.9,-17.55
-1.05,-2.25,-19.2
-0.15,-1.2,-19.35
1.8,1.8,-19.2
5.7,3.15,-20.1
11.85,5.25,-20.25
19.05,8.1,-20.4
24,7.5,-20.25
30.15,7.05,-20.85
34.8,2.55,-21.75
37.2,-1.2,-22.2
39.6,-4.5,-21.3
40.8,-7.35,-22.65
41.25,-10.05,-21.6
41.55,-13.8,-21.6
41.25,-18.45,-22.65
42.15,-20.55,-22.5
42.15,-24.45,-21.75
43.5,-26.55,-20.85
42,-26.85,-21.6
39.9,-27.45,-21.3
38.4,-29.7,-22.8
36.15,-30.9,-22.8
37.5,-32.25,-22.2
35.55,-34.35,-20.7
32.7,-36.45,-21.9
31.35,-37.35,-22.5
28.65,-38.25,-21.9
26.4,-39.15,-20.85
24.6,-39.9,-21.6
22.65,-39.15,-22.2
22.95,-36.6,-22.8
23.1,-37.2,-22.65
22.2,-35.4,-22.05
20.25,-36.15,-22.8
19.2,-33.6,-23.55
17.4,-32.85,-24.6
16.8,-31.05,-24.45
16.65,-30.15,-24.3
16.05,-29.1,-23.7
12.3,-29.1,-24.15
11.25,-26.85,-24.45
9.9,-24.75,-25.05
8.25,-24.6,-22.95
5.85,-24.75,-22.05
3.75,-27.6,-22.2
0.45,-27.3,-20.85
-0.9,-26.1,-20.4
-2.55,-24,-18.75
-6.45,-22.65,-18.3
-7.65,-18.3,-16.2
-8.4,-15.9,-16.65
-8.1,-14.4,-14.85
-9,-11.25,-15.3
-9,-7.8,-14.25
-8.7,-4.65,-13.95
-6,-0.45,-14.7
-4.5,2.1,-13.5
-0.6,6.45,-15.15
1.8,10.65,-14.4
7.2,14.25,-14.7
27.3,12.9,-16.2
31.8,10.2,-17.7
34.8,6.45,-19.95
36.9,4.95,-20.25
37.65,1.5,-21
39.15,-1.05,-21
40.05,-2.85,-21.15
40.5,-3.15,-21.15
41.25,-3.6,-21.15
40.65,-3.75,-21.3
36.15,-0.75,-21.3
35.85,0,-21.3
34.95,0.45,-20.4
34.05,2.25,-21.3
32.55,4.2,-21.3
31.35,6,-21.3
30.45,6.6,-20.1
28.2,6.6,-20.85
27,7.5,-21
25.05,7.95,-21.3
12,3.15,-21.15
8.25,1.65,-21.6
4.95,-3.6,-21.15
2.85,-8.4,-22.05
1.8,-13.35,-22.05
2.7,-18.45,-23.4
4.05,-23.25,-22.05
5.85,-25.95,-22.8
7.5,-29.1,-22.95
12.15,-30.9,-24.6
24.3,-30.15,-25.05
28.05,-29.7,-24.3
31.65,-28.35,-24.45
32.1,-26.7,-25.05
34.35,-24.75,-24.3
36,-20.7,-24.75
36.6,-19.05,-24.3
38.85,-17.1,-23.85
38.4,-14.85,-23.55
39.15,-10.2,-22.8
39.9,-1.8,-22.05
39,1.2,-20.4
39.6,3.3,-19.2
37.65,5.25,-19.2
37.35,9.45,-18.15
35.85,11.7,-16.95
34.95,13.05,-14.7
35.25,15,-13.2
36.9,17.85,-10.8
37.2,18.45,-10.35
37.2,19.65,-9.9
39.75,20.4,-8.85
39.9,21,-7.5
40.65,20.55,-7.5
41.4,21,-4.95
43.65,20.55,-5.4
44.85,19.65,-5.55
47.55,18,-4.8
50.85,14.7,-4.8
53.4,11.25,-4.8
53.25,6.45,-8.25
54.6,0.45,-11.4
54.75,-3.3,-13.8
52.5,-7.5,-15.9
48.75,-9.45,-19.2
46.8,-9.3,-20.4
43.05,-6.3,-21.9
38.55,-4.65,-22.2
34.2,-2.4,-22.95
28.05,-4.95,-24.6
23.1,-7.05,-25.5
20.7,-8.7,-26.4
19.5,-11.4,-25.65
19.5,-14.4,-26.4
19.05,-16.95,-26.25
18,-17.1,-26.4
18.45,-18.3,-25.65
17.55,-18.9,-26.25
18.75,-19.8,-26.4
19.8,-20.7,-25.95
21.45,-22.05,-27.15
21.6,-23.4,-25.95
20.55,-21.45,-25.95
20.55,-23.1,-26.25
20.25,-24.45,-25.65
18.45,-24.45,-25.65
17.1,-24.6,-25.2
15.9,-24.45,-25.65
15.45,-23.25,-25.65
13.65,-22.5,-25.35
13.65,-22.5,-24.6
13.2,-22.05,-25.65
12.9,-23.25,-24.6
12.75,-24.15,-25.95
14.4,-24.75,-25.35
13.5,-25.35,-25.2
15.15,-27.45,-24.3
16.35,-27.3,-25.2
17.85,-29.55,-25.5
19.35,-32.25,-24.75
23.1,-33.3,-24.45
25.5,-33.9,-23.85
28.05,-34.35,-22.5
28.8,-34.35,-22.05
30.6,-35.1,-22.8
32.7,-36.45,-21.9
33.75,-36,-21.15
35.7,-36,-20.1
37.35,-37.8,-20.7
38.25,-39.15,-19.05
39.75,-38.25,-18.6
41.7,-37.05,-18.45
45.9,-35.4,-17.4
47.4,-31.2,-16.65
49.8,-25.35,-17.55
49.8,-22.65,-17.85
52.2,-19.05,-17.4
51.9,-15.45,-16.8
51,-13.35,-16.95
50.85,-9.6,-17.25
50.4,-8.1,-16.05
49.2,-7.2,-18.15
48.45,-7.2,-18.75
47.55,-8.1,-18.6
47.55,-7.8,-19.65
47.85,-8.85,-18.6
47.4,-7.5,-18.45
47.1,-8.1,-19.05
48,-7.2,-18.15
48.75,-8.4,-18.75
48.45,-7.2,-18.45
47.4,-7.2,-19.2
48,-7.2,-19.2
47.4,-8.4,-19.95
46.35,-8.1,-19.65
47.1,-5.85,-18.6
45.9,-4.2,-18.45
43.95,-3,-19.95
42.15,-1.05,-20.25
40.8,-0.15,-19.05
39.15,3.3,-20.7
37.2,5.4,-20.1
34.2,6.3,-21.15
31.8,7.2,-20.25
28.2,6.3,-20.4
24.75,5.7,-21.3
21.6,4.65,-21.15
18.3,5.1,-21.9
17.4,3,-22.5
13.95,1.8,-22.8
10.5,-8.1,-23.7
9.15,-9.45,-25.35
9.75,-8.85,-24.15
9.3,-10.5,-24.45
9.6,-11.7,-25.35
12.45,-11.4,-25.35
13.2,-12.15,-25.35
12.75,-13.05,-25.5
14.25,-12.75,-24.75
13.5,-12,-24.45
13.8,-15.45,-25.95
14.55,-14.7,-24.75
12.3,-15,-26.25
12.45,-14.85,-26.1
12,-15.45,-25.95
11.25,-17.25,-25.2
12.3,-18,-24.75
11.25,-21.15,-25.5
10.65,-21.75,-25.05
9.9,-23.25,-25.65
7.5,-27.3,-21.9
6,-28.8,-22.2
4.5,-27.6,-21.6
4.2,-28.35,-22.65
3.3,-27,-21.3
1.35,-26.25,-20.7
0.9,-24.15,-20.85
-1.65,-23.4,-20.85
-1.95,-23.85,-20.1
-1.05,-22.5,-19.5
-4.2,-21.15,-19.35
-2.7,-21.9,-19.65
-2.4,-21.45,-19.35
-1.05,-22.05,-19.5
-1.65,-21.45,-20.85
-1.2,-21.15,-21.9
-1.2,-20.4,-21.6
0.6,-19.8,-21
-1.2,-20.7,-20.4
-1.65,-21.45,-20.85
1.8,-24.45,-21
2.85,-29.7,-21.75
6.15,-31.65,-21.3
8.1,-33.9,-21.3
12.15,-36.15,-21.3
15.15,-39.3,-20.7
21.15,-40.65,-21.15
26.7,-40.2,-21.9
33.75,-37.5,-20.85
39.15,-33.6,-19.95
44.25,-26.85,-20.1
47.55,-19.65,-19.35
46.65,-10.95,-19.5
45.45,-5.25,-20.25
42.9,0,-19.2
38.55,3.6,-19.05
34.05,6.45,-18.75
32.7,7.05,-19.35
32.55,7.95,-18.75
32.4,7.05,-17.25
34.95,8.85,-17.55
38.4,7.2,-17.7
41.1,6,-16.95
44.55,3.6,-17.55
47.1,0.15,-17.25
50.4,-2.85,-16.8
51.45,-7.95,-17.4
51.9,-12,-16.8
53.25,-16.8,-15.9
52.5,-21.75,-16.2
51.6,-24.9,-16.05
51.45,-27,-15.9
50.25,-28.65,-16.2
51.45,-26.7,-16.2
51.45,-23.55,-17.4
50.85,-18.45,-17.25
50.25,-14.1,-17.7
49.95,-10.65,-17.4
49.95,-7.95,-18.15
47.7,-6,-18.75
46.05,-3.6,-19.05
43.95,-3,-18.75
40.5,-0.15,-20.4
37.2,0.15,-20.4
36.9,-0.75,-20.7
36,-0.45,-22.95
34.8,-1.8,-23.25
33.6,-4.2,-23.25
33,-5.4,-23.4
31.35,-7.5,-25.35
29.85,-8.4,-25.35
29.85,-10.2,-26.1
25.8,-10.65,-26.4
23.7,-10.2,-25.65
22.35,-11.55,-26.7
18.45,-12.15,-26.85
16.35,-12,-24.45
12.9,-12.15,-26.1
11.1,-11.7,-25.05
7.65,-12.15,-25.05
6.15,-12.6,-23.85
4.2,-11.55,-22.95
2.7,-12.75,-22.65
0.6,-12.9,-21.3
-1.05,-14.4,-21
-3.6,-17.85,-19.2
-3.75,-21.15,-17.85
-4.05,-28.65,-17.4
-1.8,-33.6,-16.95
2.85,-40.05,-17.7
12.3,-45.9,-17.25
22.2,-46.95,-17.4
33.6,-45.45,-17.7
41.1,-40.35,-17.4
44.85,-34.95,-17.55
48.75,-28.2,-17.4
49.95,-22.5,-17.7
51,-17.85,-18.15
52.2,-14.85,-16.65
51.6,-12.3,-16.8
50.85,-11.55,-17.55
50.7,-11.7,-18.15
49.35,-12,-19.05
48.75,-12.6,-18.75
47.55,-13.05,-19.65
45.9,-15.6,-20.25
43.5,-18,-21.6
43.05,-21.9,-22.2
40.35,-24.75,-23.55
34.95,-26.85,-22.95
30.6,-31.65,-24.3
24.6,-33.3,-22.95
15.9,-32.4,-23.85
10.5,-29.55,-23.7
6.9,-26.25,-24.3
3.75,-22.2,-24.15
3.45,-18,-22.95
4.5,-13.5,-22.2
3.45,-8.55,-22.2
4.35,-3.75,-21.75
15.15,6.45,-21.3
18.45,8.4,-21
22.65,8.85,-21.15
27,8.7,-20.7
28.05,7.95,-19.5
31.95,7.35,-19.05
33.45,6.3,-19.05
35.25,4.35,-20.85
36.6,1.5,-21.3
38.25,-0.45,-20.1
45.15,-7.95,-19.95
44.85,-8.55,-20.85
43.95,-9.15,-21
43.65,-9.9,-21
44.55,-8.55,-21.6
43.05,-7.35,-21.9
42.15,-6,-21
40.65,-4.95,-21.3
41.1,-3.3,-22.5
39,-3.15,-21.15
28.5,5.7,-22.05
25.35,7.35,-21.15
21,8.7,-20.7
16.8,7.05,-19.35
14.25,7.05,-19.35
11.1,6.75,-19.5
6.6,4.5,-19.2
4.05,3,-18.45
1.05,-0.75,-18.75
-1.05,-2.55,-18.45
-8.7,-15,-16.5
-8.7,-17.7,-15
-9.9,-20.1,-15.6
-9.6,-23.25,-14.85
-9.6,-24.45,-14.4
-8.7,-29.1,-14.25
-8.1,-31.95,-13.35
-7.95,-34.05,-12.75
-6.6,-37.05,-13.35
-5.85,-40.05,-11.85
5.1,-48.45,-11.55
7.95,-49.8,-12.15
13.2,-51.9,-13.05
19.05,-52.05,-13.95
24.75,-49.95,-14.1
35.85,-46.95,-15.15
42.45,-40.05,-16.65
46.8,-32.55,-17.85
47.85,-25.65,-18.3
46.8,-19.95,-19.35
48,-13.35,-19.5
46.65,-12.6,-19.5
45.9,-15.15,-19.95
44.55,-17.25,-20.85
44.7,-20.1,-20.7
43.5,-23.1,-22.65
42.75,-25.35,-21.15
43.2,-26.7,-20.7
42.75,-28.8,-20.85
42.45,-29.7,-19.95
43.2,-32.4,-21
40.65,-34.65,-18.75
38.25,-37.2,-19.35
35.7,-39.45,-19.35
33.3,-40.05,-20.25
29.85,-41.55,-19.95
27.45,-42.9,-19.05
22.35,-43.35,-19.05
17.4,-42.75,-19.95
13.05,-42.45,-19.65
11.4,-41.25,-19.95
9.6,-40.8,-18.75
6.45,-39.45,-19.05
6.6,-37.05,-20.25
6.75,-36.45,-20.85
6.45,-36.45,-19.65
5.85,-35.1,-20.7
4.35,-33.15,-20.25
3.3,-32.4,-19.95
0.9,-30.75,-19.65
-1.2,-27.3,-19.65
-2.4,-23.4,-19.65
-3.75,-20.7,-19.35
-5.85,-16.35,-18.75
-6.45,-13.05,-18.3
-7.5,-7.8,-15.75
-8.25,-3.6,-15
-6,0.15,-13.5
-5.55,3.75,-11.85
-3.3,7.5,-11.25
-0.9,10.05,-10.65
1.95,13.5,-10.95
4.5,15,-10.35
8.85,17.55,-11.85
13.95,18.3,-12.6
19.8,19.95,-12.15
24.3,18.6,-12.6
30.15,18,-12.45
35.25,16.95,-12.15
39.15,12.6,-14.4
49.35,-7.05,-17.55
49.95,-10.95,-18.15
48.3,-13.05,-19.35
46.35,-14.7,-21.15
45.9,-16.35,-20.7
44.4,-17.55,-21.75
42,-18.9,-22.95
41.1,-17.1,-22.8
